Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,Question Number,Question Name,Row Number,Water security risk drivers,Anticipated timescale,Estimated magnitude of potential impact,Estimated probability of impact,Risk description
Cities 2021,845299,San Sebastián de Mariquita,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Long-term (after 2050),Less Serious,Medium-low,Se tiene previsto otra fuente hidrica
Cities 2021,845301,Montes de Oca,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Short-term (by 2025),Serious,Medium-high,Los largos periodos de sequia  provocan escasez del suministro por parte de la institución encargada de la distribucion de agua potable.
Cities 2021,845302,Paraíso,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Inadequate or ageing water supply infrastructure,Current,Serious,High,
Cities 2021,845304,Santa Ana (Costa Rica),Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,845305,Guarco,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Medium-term (by 2050),Extremely serious,Medium-high,
Cities 2021,845305,Guarco,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Severe weather events,Medium-term (by 2050),Serious,Medium-high,
Cities 2021,845305,Guarco,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Higher water prices,Medium-term (by 2050),Serious,Medium,
Cities 2021,845305,Guarco,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Environmental regulations,Short-term (by 2025),Less Serious,Medium,
Cities 2021,845307,Zarcero,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Short-term (by 2025),Serious,Medium-high,"En los últimos años se ha presentado escasez de agua potable, lo que en ocasiones ha llevado a racionar el servicios"
Cities 2021,845307,Zarcero,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Rationing of municipal water supply,Current,Less Serious,Medium-high,"Se han presentado racionamientos en los últimos 5 años, debido a la escasez de agua"
Cities 2021,845308,Puerto Cortés,Honduras,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,High,
Cities 2021,845308,Puerto Cortés,Honduras,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water stress,Current,Serious,High,
Cities 2021,845308,Puerto Cortés,Honduras,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Declining water quality,Current,Serious,High,
Cities 2021,845308,Puerto Cortés,Honduras,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Severe weather events,Current,Extremely serious,High,
Cities 2021,845308,Puerto Cortés,Honduras,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Inadequate or ageing water supply infrastructure,Medium-term (by 2050),Serious,High,
Cities 2021,847236,Ramona,Argentina,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,847922,Junta Municipal de Medio Ambiente Lagunas (JIMAL),Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Current,Less Serious,Medium-low,"El Atlas nacional de vulnerabilidad al cambio climático del INECC indica que la Vulnerabilidad de la producción forrajera ante el estrés hídrico los municipios de la JIMAL califican en los puestos 57, 60, 88, 89, 99, 102 y 109 de un total de 125 municipios. fuente (consulta 2021): https://atlasvulnerabilidad.inecc.gob.mx/page/index.html#zoom=11&lat=20.4240&lon=-103.6122&layers=1"
Cities 2021,847922,Junta Municipal de Medio Ambiente Lagunas (JIMAL),Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water stress,Current,Less Serious,Medium,"El Atlas nacional de vulnerabilidad al cambio climático del INECC indica que la Vulnerabilidad de la producción ganadera extensiva ante el estrés hídrico los municipios de la JIMAL califican en los puestos 24,45,51,72, 110,115 y 116 de un total de 125 municipios. Fuente (consulta 2021): https://atlasvulnerabilidad.inecc.gob.mx/page/index.html#zoom=11&lat=20.4240&lon=-103.6122&layers=1"
Cities 2021,848122,Alajuela,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Short-term (by 2025),Less Serious,Medium,"Por efectos del cambio climático, la recuperación de las fuentes subterráneas se han visto reducida considerablemente. Esta situación se ve incrementada durante las estaciones secas del año"
Cities 2021,848122,Alajuela,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water demand,Current,Less Serious,Medium,"La ciudad ha venido teniendo un incremento en la densidades habitaciones debido a la ubicación geográfica del cantón, el cual proyecta un incremento de vivienda y de absorción de la densidad poblacional del GAM del 20 al 30% en los próximos 20 años. Por otro lado se cuenta con la Zona industrial más grande del país, en donde, dichas industrias realizan un importante consumo de agua."
Cities 2021,848122,Alajuela,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Increased water demand,Current,Serious,Medium-high,"Actualmente el Acueducto Municipal de Alajuela, suministra el servicio de agua potable a los asentamientos humanos (precarios) que se encuentran dentro del área de cobertura de este, sin percibir remuneración alguna, lo cual genera que no se brinde un servicio de calidad, cantidad y continuidad a los usuarios que pagan por dicha prestación."
Cities 2021,848122,Alajuela,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Inadequate or ageing water supply infrastructure,Current,Serious,Medium-high,"Dado al crecimiento urbano desmedido, existen construcciones y/o asentamientos humanos dentro de las zonas de protección de algunas fuentes, lo cual puede generar una posible generación de carga de contaminantes al subsuelo dentro de ese perímetro."
Cities 2021,848124,Goicoechea,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,,,,,
Cities 2021,848125,Oreamuno,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,848127,Santa Bárbara (Costa Rica),Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,Medium-high,
Cities 2021,848128,Ocú,Panama,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,High,"En la zona urbana del distrito la población se abastece de agua potable por medio del IDAAN (Instituto de Acueductos y Alcantarillados Nacionales) que es el ente regulador gubernamental de este servicio en nuestro país, sin embargo se carece de una planta de tratamiento del agua dentro de la región, la misma proviene de fuentes subterráneas y solo pasa por un proceso de cloración antes de ser distribuida. Aunado a esta situación, el aumento de la población y la construcción de residenciales ha provocado el incremento de la demanda en el consumo del agua.En las zonas rurales se cuenta con acueductos que constan de un pequeño motor eléctrico que impulsa por presión el agua extraída de un pozo a la comunidad. En algunas zonas de difícil acceso aun no existe algún sistema que facilite el acceso al suministro de agua en las residencias, obligando a la población a abastecerse individualmente de ríos, quebradas, lagos o pozos cercanos."
Cities 2021,848128,Ocú,Panama,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Current,Extremely serious,High,"En la zona urbana del distrito, periódicamente, la población recibe el suministro de agua potable con color chocolate y olores desagradables, lo cual sucede cuando se da el desabastecimiento de los pozos versus la demanda poblacional. La zona céntrica no cuenta con una afluente hídrica que haya sido adaptada para su procesamiento y posterior consumo. La población se ha visto en la necesidad de adquirir equipos de filtración de agua, tanques de reserva y otras medidas de mitigación ante la problemática.Es muy importante y necesario mencionar que, a pesar de no existir estudios registrados ante las instituciones pertinentes, se asocian diferentes brotes de diarrea, vómitos y otras enfermedades a la calidad del agua. En las zonas rurales la problemática no es menos grave, la población consume el agua sin ningún tipo de tratamiento previo o control por parte de las autoridades pertinentes, en muchos casos el agua es extraída de su fuente de abastecimiento y es distribuida directamente a la comunidad.Es necesario, de manera urgente aplicar medidas de solución ante todo lo anteriormente planteado, razón por la cual, el Departamento de Gestión Ambiental, Reducción de Riesgos y Desarrollo Comunitario del Municipio de Ocú enfoca sus esfuerzos en gestionar un proyecto que mejore la calidad de vida de la población en cuanto al consumo de agua potable."
Cities 2021,848128,Ocú,Panama,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Inadequate or ageing water supply infrastructure,Current,Serious,Medium-high,"La infraestructura en la red de suministro de agua potable en Ocú es demasiado vieja, las tuberías de asbesto, que además se relaciona con la alta incidencia de cáncer en la población, tiene más de cuatro décadas desde su instalación. El mismo sistema de recolección de agua es inadecuado versus la demanda poblacional y la producción del agua, debido a que los pozos"
Cities 2021,848128,Ocú,Panama,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Pollution incidents,Current,Serious,High,"La incidencia de contaminación del recurso hídrico a nivel de todo el distrito es elevada. En la zona urbana la contaminación del agua se hace evidente en la coloración y en su sabor siendo esta causante de diversos brotes de enfermedades, tal como se hace referencia en el inicio de este inciso. En la zona rural, donde la población se abastece de agua directamente de las afluentes hídricas en diversas ocasiones se ha visto afectada por brotes de vómito, diarrea y enfermedades en la piel asociadas a la contaminación del agua debido a la aplicación de agroquímicos en zonas próximas a las afluentes o por contaminación en el nivel freático del suelo. Esta asociación no ha sido comprobada por parte profesional, puesto que son zonas rurales alejadas y que, además, aplican medicina tradicional en la mayoría de los casos."
Cities 2021,848131,Gámeza,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Short-term (by 2025),Less Serious,Medium-high,"En el municipio se han reportado periodosde sequías quegeneran el desabastecimiento del recurso hídrico, pérdidas en las cosechas, entre otros inconvenientes."
Cities 2021,848135,San Pedro de la Paz,Chile,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,"Other, please specify: Posible proyecto de Carretera Hidrica, trasbasije de agua del río Biobío al norte, con fines agricolas",Short-term (by 2025),Extremely serious,High,"Una parte importante de San Pedro de la Paz, consume agua potable extraída del Río Biobío. Este río es uno de los mas importantes  a nivel nacional ya sea por su significancia histórica como su valor económico. Esto ultimo tiene relación con el aporte de este río a diversas empresas, como también al consumo humanos y por ultimo y no menos importante la formación de zona estuarina al llegar al mar.Es sabido que las zonas estuarinas son ricas en biodiversidad y sostienen la biomasa de especies hidrológicas de valor económico como ambiental.La concreción del proyecto de carretera hídrica fundado en el concepto de que el "" Agua se pierde en el Mar"" impactará profundamente en la disponibilidad del recurso (agua y agua potable), la calidad, debido a la disminución  de dilución por disminución de cauce y a la disminución de biodiversidad asociada.Esta es una amenaza importante, sobre todo en un país, con agua privada, un país que no firmó el tratado de ECSAZÚ, donde la propiedad privada esta sobre del bien común.Se espera que con la nueva constitución este cambie."
Cities 2021,848135,San Pedro de la Paz,Chile,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,"Other, please specify: Perdida de calidad y cantidad de agua por procesos de urbanización, perdida infiltración",Medium-term (by 2050),Extremely serious,High,"San Pedro de la Paz, es una comuna que ha tenido un crecimiento urbano altísimo durante los últimos 10 años. Este proceso de urbanización lleva consigo la impermeabilización del suelo y por ende la perdida de infiltración . Este proceso es una amenaza considerando que un porcentaje de Sampedrinos consumen agua potable extraída de napas subterráneas."
Cities 2021,848135,San Pedro de la Paz,Chile,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Increased levels of plastic in freshwater bodies,Medium-term (by 2050),Serious,Medium-high,"Es una amenaza que no esta reportada ni estudiada masivamente, pero sí debido al aumento de los residuos de plásticos, se espera que esta tendencia al aumento también ocurra en los cursos de agua dulce y mar."
Cities 2021,848135,San Pedro de la Paz,Chile,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Drought,Short-term (by 2025),Serious,High,"Chile lleva 13 años de sequía extrema y  a pesar de encontrarnos en la zona centro sur de Chile, las precipitaciones también han disminuido. Esto afecta la disponibilidad de agua para consumo, cultivos y otras áreas económicas e industrias."
Cities 2021,848135,San Pedro de la Paz,Chile,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Higher water prices,Short-term (by 2025),Extremely serious,High,"En Chile como he mencionado en otras descripciones es un país donde el agua esta totalmente privatizada, donde un recurso vital se tranza en el mercado, no sería extraño que debido a la escases del producto, aumento de demanda, los precios aumenten."
Cities 2021,848137,Beteitiva,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Current,,,"Los largos periodos de sequías generan el desabastecimiento del recurso hídrico,pérdidas en las cosechas,enfermedades respiratorias, entre otros inconvenientes."
Cities 2021,848138,Prefeitura de Conde (Paraíba),Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,848145,Ciudad Madero,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Severe weather events,Short-term (by 2025),Serious,High,Enfrentamos problemas de suministro de agua potable la ciudadanía dada las condiciones del  área de almacenaje y los anticuados sistemas de potabilización
Cities 2021,848249,Corrales,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,848259,Mongua,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Current,Serious,Medium,"En el municipio se han reportado periodosde sequías quegeneran el desabastecimiento del recurso hídrico, pérdidas en las cosechas,enfermedades respiratorias, entre otros inconvenientes."
Cities 2021,848404,Mongui,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,,,,"Los periodos de sequías generan el desabastecimiento del recurso hídrico,pérdidas en las cosechas, entre otros inconvenientes."
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,High,La población no podrá acceder a el agua a diario. En tiempo de sequia se secan los manantiales. Se tiene un problema en el municipio en la delegación más grande ya que el crecimiento de la población hace insuficiente el agua para la gente.
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water demand,Short-term (by 2025),Serious,High,No se dará abastecimiento a la población.
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Drought,Short-term (by 2025),Extremely serious,,"Cultivos, agricultura y actividades pecuarias se ven en riesgo.Cada año llueve menos."
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Change in land-use,Current,Serious,High,Se destruirá selvas o bosques para cambio de uso del suelo. Hace que nos afecte a los pozos ya que la tierra de ser forestal está pasando a ser agrícola.
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Inadequate or ageing water supply infrastructure,Short-term (by 2025),Less Serious,Low,Ninguna
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,6,Unauthorised/unregistered water connections,Current,Serious,High,Tenemos personas sobre todo agricultores y ganaderos que tienen toma clandestina para uso agropecuario y algunas propiedades privadas.
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,7,Rationing of municipal water supply,Short-term (by 2025),Serious,Medium,Ninguna
Cities 2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,8,Water infestation/disease,Current,Serious,High,El uso de químicos altamente contaminantes para la tierra hace que el agua se contamine provocando que se tengan sustancias altamente dañinas para la población ya que actualmente no ay producción natural si no que para todo se utilizan químicos
Cities 2021,848408,Municipio de Cajamarca,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Pollution incidents,Medium-term (by 2050),Extremely serious,Do not know,Actualmente se tienen concesiones mineras para explotación aurífera a cielo abierto lo que comprometería las principales fuentes hídricas del municipio si bien se tiene suspendido el proyecto la comunidad está al tanto que en cualquier momento se puedan reactivar las intenciones de desarrollo de la minería
Cities 2021,848409,Lince,Peru,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Medium-term (by 2050),Serious,Medium-high,
Cities 2021,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Medium-term (by 2050),Serious,Medium-high,"PLEASE NOTE for Qs 14.2, 14.3 and 14.4 that we are a London Borough, primary oversight for water supply and management across London sits with the GLA. We do have responsibility for flood management. Potential for drought combined with increasing population could lead to water scarcity."
Cities 2021,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Inadequate or ageing water supply infrastructure,Short-term (by 2025),Less Serious,Low,"The overarching authority for London, the GLA, is working with water companies, the Environment Agency and local authorities to achieve the effective management of London’s existing and future water resources. This includes both making sure we use the water we have wisely, by improving water efficiency and reducing leakage, as well as finding new sustainable water sources. The Mayor has convened a Water Advisory Group to advise on this."
Cities 2021,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Increased water demand,Medium-term (by 2050),Serious,Medium,Population of borough is expected to rise. The borough is part of the broader London region which will also see a rising population. However this is counter balanced by measures to reduce water demand per capita/water efficiency measures.
Cities 2021,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Severe weather events,Medium-term (by 2050),Serious,Medium-high,"We expect the incidence of severe weather events to increase over time with climate change, in particular increased precipitation."
Cities 2021,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Increased levels of plastic in freshwater bodies,Short-term (by 2025),Serious,Medium,Plastic pollution continues to be an issue in rivers within the borough. Actions are underway to try and reduce plastics in our waterways (see our Climate Change Strategy and Action Plan) – however some damage has already been done.
Cities 2021,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,6,Water infestation/disease,Medium-term (by 2050),Serious,Medium-low,"Fundamentally as the local climate warms we may see an increase in water borne disease - a growing body of evidence suggests that climate change may alter the incidence of waterborne diseases, and diarrheal diseases in particular. This is also linked to severe weather events, high temperatures can alter pathogen survival, replication and virulence, heavy rainfall events can mobilise pathogens and compromise water and sanitation infrastructure, and drought can concentrate pathogens in limited water supplies. See Levy, Karen et al. “Climate Change Impacts on Waterborne Diseases: Moving Toward Designing Interventions.” Current environmental health reports vol. 5,2 (2018): 272-282. doi:10.1007/s40572-018-0199-7"
Cities 2021,848476,Municipalidad de Cañas,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,Medium-high,"Hasta el 2021, el cantón de Cañas ha contado con un acceso restringido al agua, debido al desabastecimiento del recurso hídrico en las fuentes generadoras (pozos)"
Cities 2021,848476,Municipalidad de Cañas,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,"Other, please specify: Arsénico dentro de las fuentes de captación de agua",Current,Serious,High,"Otra de las problemáticas, que ha enfrentado el cantón en años anteriores, es la presencia de arsénico en la fuentes de agua (pozos)"
Cities 2021,848476,Municipalidad de Cañas,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Drought,Short-term (by 2025),Serious,Medium-high,"En años anteriores nuestro cantón ha estado bajo alerta por sequías, durante estos periodos se ha brindado asistencia por parte del gobierno a los agricultores."
Cities 2021,848476,Municipalidad de Cañas,Costa Rica,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Increased water demand,Current,Serious,Medium-high,"Debido al desabastecimiento y poca disponibilidad del recurso, la demanda del este recurso se ha disparado, debido al crecimiento poblacional y constructivo dentro del cantón de Cañas"
Cities 2021,848567,Mid-America Regional Council,United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,848568,"Metropolitan Council, Twin Cities",United States of America,North America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,848917,Knysna,South Africa,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,,Short-term (by 2025),Serious,High,Drought
Cities 2021,848917,Knysna,South Africa,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,,Long-term (after 2050),Extremely serious,High,Climate Change
Cities 2021,848917,Knysna,South Africa,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,,Current,Extremely serious,High,Catchments Pollution
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Less Serious,Low,Le pompage non reglementé des eaux par des exhaures privés à but agricole ou domestique est la cause
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Current,Extremely serious,High,Le non rechargement suffisant de la nappe phréatqie et la pollution de cette nappe phréatique est un sérieu problème
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Inadequate or ageing water supply infrastructure,Short-term (by 2025),Extremely serious,High,Les investissements dans le domaine sont timides du fait surtout des difficultés financières
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Environmental regulations,Medium-term (by 2050),Less Serious,Medium-high,La CBLT avec la charte de l'eau mise en place va sans doute contraindre les états parties à plus d'exigence dans le prelevement de cette ressource
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Increased water demand,Current,Extremely serious,High,La démographie galopante en est la cause
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,6,Drought,Medium-term (by 2050),Serious,Medium-high,L'irrégularité des précipitations en seront la cause
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,7,Energy supply issues,Current,Extremely serious,Medium-high,Le manque d'énergie électrique fait en sorte que l'énergie électrique est rationné et l'eau l'est également pour au moins 30 % de la population de la ville
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,8,Severe weather events,Short-term (by 2025),Extremely serious,Medium-high,Le changement climatique avec les fluctuations de saison
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,9,Increased levels of plastic in freshwater bodies,Current,Serious,High,la dégradation lente des plastiques vont intoxiquer la chaine alimentaire donc l'eau
Cities 2021,848927,Ville de Maroua,Cameroon,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,10,Water infestation/disease,Current,Extremely serious,High,Absence d'un système d'Assainissement
Cities 2021,848937,Rio das Flores,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Current,Serious,Medium-high,The city needs to invest in the surface water catchment.
Cities 2021,848937,Rio das Flores,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Inadequate or ageing water supply infrastructure,Current,Extremely serious,Medium-high,the city need to map the supply infrastructure and invest in consuption  and loss measurement
Cities 2021,848937,Rio das Flores,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Increased water demand,Current,Serious,Medium-high,The pandemic increaed the water demand and city was not prepared for that
Cities 2021,848977,Busbanza,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,848978,Floresta,Colombia,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Short-term (by 2025),Serious,Medium-high,"Los largos periodos de sequías generan el desabastecimiento del recurso hídrico, pérdidas en las cosechas,enfermedades respiratorias, entre otros inconvenientes."
